regimen,alternate_name,regimen_type,cancers
7+3d & Sorafenib,7+3d/Sorafenib,"First-line induction therapy, older patients or ""unfit"" patients",Acute_myeloid_leukemia_FLT3-positive
7+3d & Sorafenib,7+3d and Sorafenib,"First-line induction therapy, older patients or ""unfit"" patients",Acute_myeloid_leukemia_FLT3-positive
7+3d & Sorafenib,7+3d+Sorafenib,"First-line induction therapy, older patients or ""unfit"" patients",Acute_myeloid_leukemia_FLT3-positive
7+3d & Sorafenib,7+3d + Sorafenib,"First-line induction therapy, older patients or ""unfit"" patients",Acute_myeloid_leukemia_FLT3-positive
7+3d (high-dose),7+3d (high-dose),"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7 / 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7&3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7/3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7 and 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7+3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),73d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (high-dose),7 & 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7+3d (intermediate-dose),"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7 / 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7&3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7/3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7 and 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7+3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),73d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (intermediate-dose),7 & 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7 / 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7&3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7/3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7 and 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7+3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),73d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7 & 3d,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3d (standard-dose),7+3d (standard-dose),"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7 / 3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7/3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7+3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,73i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7 and 3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7 & 3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i,7&3i,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i+Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i  and  Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i and Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i / Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i + Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i & Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3i & Sorafenib,7+3i/Sorafenib,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7+3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7 & 3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,73m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7 and 3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,MAC,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7&3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7 / 3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
7+3m,7/3m,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
A+AVD,A & AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV  and  AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,AAVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,A and AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV + AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,A+AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV / AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BVAVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV  AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,A / AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV & AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,A/AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV  &  AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,A&AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
A+AVD,BV  /  AVD,"Untreated, early-stage unfavorable (ESU)",Hodgkin_lymphoma
ABC,ABC,Metastatic or unresectable disease,Melanoma
ABCP,ABCP,"Advanced or metastatic disease, first-line, nonsquamous",Non-small_cell_lung_cancer
ABV (Vinblastine),ABV,"Kaposi sarcoma, all lines of therapy",Vascular_sarcoma
ABV (Vinblastine),ABV (Vinblastine),"Kaposi sarcoma, all lines of therapy",Vascular_sarcoma
ABV (Vincristine),ABV,"Kaposi sarcoma, all lines of therapy",Vascular_sarcoma
ABV (Vincristine),ABV (Vincristine),"Kaposi sarcoma, all lines of therapy",Vascular_sarcoma
ABVD,ABVD,"Untreated, early-stage favorable (ESF)","Hodgkin_lymphoma_nodular_lymphocyte-predominant,Hodgkin_lymphoma"
"ABVD, DD-DI","ABVD, DD-DI","Untreated, advanced stage",Hodgkin_lymphoma
ABVE-PC,ABVE/PC,"Untreated, pediatric",Hodgkin_lymphoma
ABVE-PC,ABVE-PC,"Untreated, pediatric",Hodgkin_lymphoma
ABVE-PC,ABVEPC,"Untreated, pediatric",Hodgkin_lymphoma
AC,AC,Neoadjuvant chemotherapy,"Breast_cancer,Breast_cancer_triple_negative"
AC & Bevacizumab,AC and Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC/Bev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC+Bev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC / Bev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC/Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC+Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,ACBev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC and Bev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC  and  Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC & Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC / Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC + Bevacizumab,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC&Bev,Neoadjuvant chemotherapy,Breast_cancer
AC & Bevacizumab,AC & Bev,Neoadjuvant chemotherapy,Breast_cancer
"ACVBP, dose-adjusted","ACVBP, dose-adjusted",All lines of therapy,Post-transplant_lymphoproliferative_disorder
"ACVBP, dose-adjusted",ACVBP,All lines of therapy,Post-transplant_lymphoproliferative_disorder
ACVBP-R,R-ACVBP,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ACVBP-R,R/ACVBP,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ACVBP-R,ACVBP-R,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ACVBP-R,RACVBP,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ACVBP-R,ACVBPR,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ACVBP-R,ACVBP/R,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
ADE & ATRA,ADE  and  ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE and ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE / ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE + ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE+ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE/ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE & ATRA,ADE & ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
ADE (high-dose Ara-C),HIDAC35,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),ADE (high-dose Ara-C),"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),HIDAC/3/5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),HIDAC37,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),HIDAC-3-5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),HIDAC-3-7,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),ADE,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (high-dose Ara-C),HIDAC/3/7,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),7/3/7,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),7-3-7,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),ADE (standard-dose Ara-C),"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),1035,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),737,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),10/3/5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),10-3-5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),8/3/5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),835,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),ADE,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADE (standard-dose Ara-C),8-3-5,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
ADOC,ADOC,"Advanced or metastatic disease, first-line therapy",Thymoma
APO,APO,Untreated,Anaplastic_large_cell_lymphoma
AT (Taxol),AT (Taxol),Adjuvant chemotherapy,Breast_cancer
ATG (Horse) & Cyclosporine,ATG (Horse) & Cyclosporine,Initial therapy,"Aplastic_anemia,Myelodysplastic_syndrome"
ATG (Horse) monotherapy,ATG (Horse) monotherapy,First-line therapy,Myelodysplastic_syndrome
ATG (Horse) monotherapy,ATG,First-line therapy,Myelodysplastic_syndrome
"ATG (Horse), Cyclosporine, Eltrombopag","ATG (Horse), Cyclosporine, Eltrombopag",Initial therapy,Aplastic_anemia
"ATG (Horse), Cyclosporine, G-CSF","ATG (Horse), Cyclosporine, G-CSF",Initial therapy,Aplastic_anemia
"ATG (Horse), Cyclosporine, Methylprednisolone","ATG (Horse), Cyclosporine, Methylprednisolone",Initial therapy,Aplastic_anemia
"ATG (Horse), Cyclosporine, Sirolimus","ATG (Horse), Cyclosporine, Sirolimus",Initial therapy,Aplastic_anemia
ATG (Rabbit) & Cyclosporine,ATG (Rabbit) & Cyclosporine,Initial therapy,Aplastic_anemia
ATG (Rabbit) monotherapy,ATG (Rabbit) monotherapy,First-line therapy,Myelodysplastic_syndrome
ATG (Rabbit) monotherapy,ATG,First-line therapy,Myelodysplastic_syndrome
ATRA & Danazol,ATRA+Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA + Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA  and  Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA and Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA/Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA / Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Danazol,ATRA & Danazol,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
ATRA & Daunorubicin,ATRA and Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA+Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA/Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA + Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA / Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA  and  Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Daunorubicin,ATRA & Daunorubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA and Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA & Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA+Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA / Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA  and  Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,AIDA,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA + Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA & Idarubicin,ATRA/Idarubicin,Upfront induction therapy,Acute_promyelocytic_leukemia
ATRA monotherapy,ATRA monotherapy,Upfront induction therapy,Acute_promyelocytic_leukemia
"ATRA, Cytarabine, Daunorubicin","ATRA, Cytarabine, Daunorubicin",Upfront induction therapy,Acute_promyelocytic_leukemia
"ATRA, Cytarabine, Idarubicin","ATRA, Cytarabine, Idarubicin",Upfront induction therapy,Acute_promyelocytic_leukemia
"ATRA, Mercaptopurine, Methotrexate","ATRA, Mercaptopurine, Methotrexate",Maintenance after upfront therapy,Acute_promyelocytic_leukemia
AVD,AVD,"Untreated, early-stage favorable (ESF)",Hodgkin_lymphoma
Acalabrutinib monotherapy,Acalabrutinib monotherapy,"Relapsed or refractory, non-randomized or retrospective data","Mantle_cell_lymphoma,Chronic_lymphocytic_leukemia_(CLLSLL)"
Accelerated BEP,Accelerated BEP,Upfront therapy for disseminated disease,Testicular_cancer
Ado-trastuzumab emtansine monotherapy,Ado-trastuzumab emtansine monotherapy,All lines of therapy,ERBB2_(HER2)
Afatinib & Paclitaxel,Afatinib & Paclitaxel,"Advanced or metastatic disease, subsequent lines of therapy",Non-small_cell_lung_cancer
Afatinib monotherapy,Afatinib monotherapy,"Non-small cell lung cancer, EGFR-mutated, all lines of therapy","Head_and_neck_cancer,Non-small_cell_lung_cancer,CNS_carcinoma,Non-small_cell_lung_cancer_EGFR-mutated"
Alectinib monotherapy,Alectinib monotherapy,"Non-small cell lung cancer, ALK-mutated, all lines of therapy","Non-small_cell_lung_cancer_ALK-positive,CNS_carcinoma"
Alemtuzumab & Methylprednisolone,Alemtuzumab & Methylprednisolone,"First-line therapy, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
Alemtuzumab & Rituximab,Alemtuzumab & Rituximab,"Relapsed or refractory, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
Alemtuzumab monotherapy,Alemtuzumab monotherapy,Relapsed or refractory,"Waldenstrom_macroglobulinemia,Adult_T-cell_leukemia-lymphoma,Chronic_lymphocytic_leukemia_(CLLSLL),Myelodysplastic_syndrome,Hypereosinophilic_syndrome,Cutaneous_T-cell_lymphoma,Autoimmune_cytopenias"
Altretamine monotherapy,Altretamine monotherapy,Maintenance after first-line therapy,Ovarian_cancer
Amrubicin monotherapy,Amrubicin monotherapy,"Advanced or metastatic disease, subsequent lines of therapy","Non-small_cell_lung_cancer,Small_cell_lung_cancer"
Anagrelide monotherapy,Anagrelide monotherapy,"Relapsed, refractory, or intolerant",Polycythemia_vera
Anakinra monotherapy,Anakinra monotherapy,"HHV-8-negative/""Idiopathic"" multicentric Castleman disease, all lines of therapy",Castleman_disease
Apixaban monotherapy,Apixaban monotherapy,VTE primary prophylaxis,Venous_thromboembolism_(VTE)
Argatroban monotherapy,Argatroban monotherapy,All lines of therapy,"Venous_thromboembolism_(VTE),Heparin-induced_thrombocytopenia_(HIT)"
Arsenic trioxide & ATRA,Arsenic trioxide & ATRA,Upfront induction therapy,Acute_promyelocytic_leukemia
Arsenic trioxide & Chlorambucil,Arsenic trioxide & Chlorambucil,"Relapsed or refractory, non-randomized or retrospective data",Mantle_cell_lymphoma
Arsenic trioxide & Idarubicin,Arsenic trioxide & Idarubicin,"Relapsed or refractory, salvage induction therapy",Acute_promyelocytic_leukemia
Arsenic trioxide monotherapy,Arsenic trioxide monotherapy,Upfront induction therapy,Acute_promyelocytic_leukemia
"Arsenic trioxide, ATRA, Gemtuzumab ozogamicin","Arsenic trioxide, ATRA, Gemtuzumab ozogamicin",Upfront induction therapy,Acute_promyelocytic_leukemia
"Arsenic trioxide, ATRA, Idarubicin","Arsenic trioxide, ATRA, Idarubicin",Upfront induction therapy,Acute_promyelocytic_leukemia
"Arsenic trioxide, then ATRA & Daunorubicin","Arsenic trioxide, then ATRA & Daunorubicin",Consolidation after upfront therapy,Acute_promyelocytic_leukemia
AspaMetDex,AspaMetDex,Relapsed or refractory,Extranodal_NKT-cell_lymphoma_nasal_type
Aspirin & Anagrelide,Aspirin & Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin + Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin+Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin and Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin  and  Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin / Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Anagrelide,Aspirin/Anagrelide,First-line therapy,Essential_thrombocythemia
Aspirin & Hydroxyurea,Aspirin & Hydroxyurea,First-line therapy,Essential_thrombocythemia
Aspirin monotherapy,Aspirin monotherapy,VTE primary prophylaxis,Venous_thromboembolism_(VTE)
Atezolizumab & Bevacizumab,Atezolizumab & Bevacizumab,Maintenance after first-line therapy,Non-small_cell_lung_cancer
Atezolizumab monotherapy,Atezolizumab monotherapy,"Locally advanced or metastatic disease, first-line","Non-small_cell_lung_cancer,Bladder_cancer,Small_cell_lung_cancer"
Axicabtagene ciloleucel monotherapy,Axicabtagene ciloleucel monotherapy,"Relapsed or refractory, further lines of therapy","Diffuse_large_B-cell_lymphoma,Transformed_lymphoma,Primary_mediastinal_B-cell_lymphoma"
Axitinib & TACE,Axitinib & TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib  and  TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib and TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib + TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib / TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib/TACE,Local therapy,Hepatocellular_carcinoma
Axitinib & TACE,Axitinib+TACE,Local therapy,Hepatocellular_carcinoma
Axitinib monotherapy,Axitinib monotherapy,"Metastatic disease, first-line","Renal_cell_carcinoma,Thyroid_cancer"
Azacitidine & Gemtuzumab ozogamicin,Azacitidine & Gemtuzumab ozogamicin,Consolidation after upfront therapy,Acute_myeloid_leukemia
Azacitidine & Lenalidomide,Azacitidine & Lenalidomide,First-line therapy,"Chronic_myelomonocytic_leukemia,Myelodysplastic_syndrome"
Azacitidine & Sorafenib,Azacitidine & Sorafenib,"Relapsed or refractory, further lines of therapy",Acute_myeloid_leukemia_FLT3-positive
Azacitidine & Vorinostat,Azacitidine & Vorinostat,First-line therapy,"Chronic_myelomonocytic_leukemia,Myelodysplastic_syndrome"
Azacitidine monotherapy,Azacitidine monotherapy,"First-line induction therapy, older or ""unfit"" patients","Chronic_myelomonocytic_leukemia,Acute_myeloid_leukemia,Myelodysplastic_syndrome"
BBD,BBD,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
BCHOP,BCHOP,"Relapsed or refractory, randomized data",Mantle_cell_lymphoma
BCNU/TT,BCNUTT,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
BCNU/TT,BCNU/TT,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
"BCNU/TT, then auto HSCT",BCNUTT,Consolidation and/or maintenance after upfront therapy,CNS_lymphoma
"BCNU/TT, then auto HSCT","BCNU/TT, then auto HSCT",Consolidation and/or maintenance after upfront therapy,CNS_lymphoma
"BCNU/TT, then auto HSCT",BCNU/TT,Consolidation and/or maintenance after upfront therapy,CNS_lymphoma
BDR,BORID,"Relapsed or refractory, non-randomized or retrospective data","Waldenstrom_macroglobulinemia,Mantle_cell_lymphoma"
BDR,BDR,"Relapsed or refractory, non-randomized or retrospective data","Waldenstrom_macroglobulinemia,Mantle_cell_lymphoma"
BEAC,BEAC,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
